0.293375 0.542347 0.63262 0.609617 0.885469 0.358669 0.413352 0.508927 0.737659 0.525197 0.600389 0.640763 0.617081 0.618431 0.619358 0.608618 0.286259 0.533282 0.606166 0.602131 0.885519 0.367088 0.435101 0.500085 0.778635 0.523168 0.629636 0.673647 0.632334 0.658194 0.631648 0.654962
0.293361 0.542349 0.632588 0.609575 0.885491 0.358619 0.413313 0.508986 0.737772 0.525245 0.600444 0.640862 0.617188 0.618452 0.619378 0.608591 0.285032 0.532622 0.600014 0.599207 0.887838 0.365169 0.431732 0.499976 0.794815 0.525315 0.637865 0.686863 0.641997 0.666181 0.637793 0.662167
0.293357 0.54235 0.63258 0.609564 0.885497 0.358606 0.413303 0.509001 0.7378 0.525257 0.600458 0.640886 0.617215 0.618457 0.619383 0.608584 0.284085 0.532104 0.595298 0.596915 0.889615 0.36366 0.429318 0.499937 0.80649 0.527012 0.643964 0.696797 0.649292 0.671773 0.642078 0.667188
0.293356 0.54235 0.632578 0.609562 0.885498 0.358603 0.413301 0.509005 0.737807 0.52526 0.600461 0.640892 0.617222 0.618459 0.619385 0.608582 0.283367 0.53171 0.591754 0.595163 0.890949 0.362505 0.427594 0.499934 0.814872 0.528317 0.648438 0.704155 0.654717 0.675689 0.645068 0.670693
0.293356 0.54235 0.632578 0.609561 0.885499 0.358603 0.4133 0.509005 0.737809 0.525261 0.600462 0.640893 0.617224 0.618459 0.619385 0.608581 0.282833 0.531415 0.589134 0.593852 0.891933 0.36164 0.426367 0.499948 0.820861 0.529298 0.651688 0.709536 0.658698 0.678433 0.647155 0.673143
0.296891 0.53711 0.644614 0.614151 0.841227 0.36346 0.443389 0.491257 0.533979 0.494248 0.500867 0.507372 0.510188 0.529207 0.510552 0.511257 0.286559 0.543341 0.653165 0.618803 0.867239 0.366669 0.470028 0.507377 0.501658 0.492096 0.50704 0.506246 0.503678 0.523678 0.495052 0.507728
0.296479 0.541867 0.644678 0.6209 0.875897 0.372417 0.42354 0.495772 0.69488 0.50946 0.581103 0.606034 0.582524 0.608306 0.611006 0.613525 0.29536 0.536141 0.649228 0.619233 0.870176 0.378328 0.468586 0.500505 0.61786 0.508771 0.555865 0.563242 0.553775 0.573189 0.563681 0.572026
0.294604 0.542053 0.635218 0.613035 0.883545 0.362824 0.4167 0.504044 0.727994 0.521173 0.595569 0.632354 0.608026 0.616423 0.617355 0.610698 0.292368 0.536022 0.635903 0.615096 0.874473 0.375568 0.455726 0.500938 0.682228 0.513759 0.584007 0.604388 0.582298 0.606813 0.591488 0.607133
0.293664 0.542293 0.633261 0.610453 0.885015 0.359669 0.414139 0.507754 0.735372 0.524223 0.599268 0.63878 0.614913 0.61798 0.618935 0.609164 0.289799 0.535046 0.623858 0.610095 0.878879 0.372293 0.446369 0.500647 0.725433 0.517406 0.603943 0.633835 0.603439 0.630404 0.610106 0.629512
0.293434 0.542336 0.632746 0.609785 0.885379 0.358869 0.41351 0.50869 0.737205 0.525002 0.600165 0.640369 0.616648 0.618343 0.619275 0.60873 0.287822 0.534095 0.614024 0.605752 0.88256 0.369457 0.439797 0.500301 0.756297 0.520535 0.61863 0.656323 0.619725 0.646777 0.622824 0.644583
0.293375 0.542347 0.63262 0.609617 0.885469 0.358669 0.413352 0.508927 0.737659 0.525197 0.600389 0.640763 0.617081 0.618431 0.619358 0.608618 0.286259 0.533282 0.606166 0.602131 0.885519 0.367088 0.435101 0.500085 0.778635 0.523168 0.629636 0.673647 0.632334 0.658194 0.631648 0.654962
0.293361 0.542349 0.632588 0.609575 0.885491 0.358619 0.413313 0.508986 0.737772 0.525245 0.600444 0.640862 0.617188 0.618452 0.619378 0.608591 0.285032 0.532622 0.600014 0.599207 0.887838 0.365169 0.431732 0.499976 0.794815 0.525315 0.637865 0.686863 0.641997 0.666181 0.637793 0.662167
0.293357 0.54235 0.63258 0.609564 0.885497 0.358606 0.413303 0.509001 0.7378 0.525257 0.600458 0.640886 0.617215 0.618457 0.619383 0.608584 0.284085 0.532104 0.595298 0.596915 0.889615 0.36366 0.429318 0.499937 0.80649 0.527012 0.643964 0.696797 0.649292 0.671773 0.642078 0.667188
0.293356 0.54235 0.632578 0.609562 0.885498 0.358603 0.413301 0.509005 0.737807 0.52526 0.600461 0.640892 0.617222 0.618459 0.619385 0.608582 0.283367 0.53171 0.591754 0.595163 0.890949 0.362505 0.427594 0.499934 0.814872 0.528317 0.648438 0.704155 0.654717 0.675689 0.645068 0.670693
0.293356 0.54235 0.632578 0.609561 0.885499 0.358603 0.4133 0.509005 0.737809 0.525261 0.600462 0.640893 0.617224 0.618459 0.619385 0.608581 0.282833 0.531415 0.589134 0.593852 0.891933 0.36164 0.426367 0.499948 0.820861 0.529298 0.651688 0.709536 0.658698 0.678433 0.647155 0.673143
0.291846 0.546867 0.658566 0.620214 0.841757 0.366585 0.438327 0.502038 0.552662 0.494246 0.522228 0.533234 0.518838 0.525268 0.534958 0.528079 0.28579 0.542068 0.658287 0.61878 0.865548 0.368037 0.471276 0.513663 0.507182 0.493481 0.513507 0.512821 0.509041 0.513898 0.500621 0.510253
0.291363 0.543516 0.652705 0.619274 0.87847 0.372103 0.418546 0.511507 0.720712 0.511673 0.595971 0.625933 0.601759 0.606413 0.62578 0.625758 0.292558 0.532183 0.652391 0.614279 0.870471 0.379184 0.468034 0.509262 0.62895 0.511004 0.567838 0.572207 0.566787 0.565514 0.57185 0.575998
0.288789 0.542261 0.642651 0.609695 0.886552 0.361507 0.412102 0.521521 0.754787 0.524069 0.609515 0.651985 0.629819 0.61242 0.629301 0.620675 0.287132 0.53199 0.636381 0.607886 0.87569 0.37455 0.451173 0.512271 0.701001 0.516018 0.601858 0.620825 0.600509 0.602834 0.602739 0.615863
0.287604 0.542058 0.640941 0.606849 0.888086 0.358446 0.409898 0.525668 0.762367 0.527033 0.612891 0.658111 0.637168 0.613025 0.630128 0.618899 0.282698 0.53078 0.620946 0.600543 0.881273 0.369525 0.438351 0.513634 0.751553 0.520112 0.627384 0.657782 0.626965 0.630703 0.624838 0.642755
0.287326 0.541983 0.640505 0.606143 0.888455 0.357713 0.409414 0.526671 0.764197 0.52777 0.613664 0.659582 0.638956 0.61308 0.63023 0.618394 0.279272 0.529517 0.607788 0.594046 0.886123 0.365149 0.429182 0.514417 0.788393 0.523989 0.646681 0.686872 0.648154 0.65051 0.640177 0.661204
0.287256 0.541965 0.640406 0.605972 0.888541 0.357537 0.409297 0.526919 0.764632 0.527945 0.613848 0.659933 0.639386 0.613082 0.630251 0.618269 0.276607 0.528387 0.597126 0.588608 0.890078 0.36151 0.422744 0.515038 0.814812 0.52745 0.661093 0.709331 0.664766 0.664098 0.650546 0.673669
0.287239 0.54196 0.640382 0.605931 0.888562 0.357495 0.40927 0.526979 0.764735 0.527987 0.613892 0.660016 0.639489 0.613082 0.630255 0.618238 0.274593 0.52746 0.588923 0.584313 0.893128 0.358645 0.418349 0.515558 0.833275 0.530325 0.671544 0.726025 0.677294 0.67314 0.657343 0.681897
0.287235 0.541959 0.640377 0.605921 0.888566 0.357485 0.409263 0.526993 0.76476 0.527997 0.613903 0.660036 0.639513 0.613082 0.630256 0.618231 0.273127 0.526752 0.582916 0.581104 0.895364 0.35651 0.415424 0.51598 0.845857 0.532558 0.678886 0.737955 0.686362 0.67902 0.661698 0.687229
0.287234 0.541959 0.640375 0.605919 0.888568 0.357482 0.409262 0.526997 0.764766 0.527999 0.613905 0.660041 0.639519 0.613082 0.630256 0.618229 0.272099 0.526238 0.578695 0.578815 0.896935 0.354991 0.413513 0.516304 0.854255 0.534196 0.683902 0.746198 0.692693 0.682789 0.664453 0.690644
0.287234 0.541959 0.640375 0.605918 0.888568 0.357482 0.409261 0.526997 0.764767 0.528 0.613906 0.660042 0.63952 0.613082 0.630256 0.618228 0.271397 0.525881 0.575821 0.57724 0.898004 0.353947 0.412279 0.516539 0.859777 0.535347 0.687256 0.751749 0.69699 0.685188 0.666187 0.692819
0.291846 0.546867 0.658566 0.620214 0.841757 0.366585 0.438327 0.502038 0.552662 0.494246 0.522228 0.533234 0.518838 0.525268 0.534958 0.528079 0.28579 0.542068 0.658287 0.61878 0.865548 0.368037 0.471276 0.513663 0.507182 0.493481 0.513507 0.512821 0.509041 0.513898 0.500621 0.510253
0.291363 0.543516 0.652705 0.619274 0.87847 0.372103 0.418546 0.511507 0.720712 0.511673 0.595971 0.625933 0.601759 0.606413 0.62578 0.625758 0.292558 0.532183 0.652391 0.614279 0.870471 0.379184 0.468034 0.509262 0.62895 0.511004 0.567838 0.572207 0.566787 0.565514 0.57185 0.575998
0.288789 0.542261 0.642651 0.609695 0.886552 0.361507 0.412102 0.521521 0.754787 0.524069 0.609515 0.651985 0.629819 0.61242 0.629301 0.620675 0.287132 0.53199 0.636381 0.607886 0.87569 0.37455 0.451173 0.512271 0.701001 0.516018 0.601858 0.620825 0.600509 0.602834 0.602739 0.615863
0.287604 0.542058 0.640941 0.606849 0.888086 0.358446 0.409898 0.525668 0.762367 0.527033 0.612891 0.658111 0.637168 0.613025 0.630128 0.618899 0.282698 0.53078 0.620946 0.600543 0.881273 0.369525 0.438351 0.513634 0.751553 0.520112 0.627384 0.657782 0.626965 0.630703 0.624838 0.642755
0.287326 0.541983 0.640505 0.606143 0.888455 0.357713 0.409414 0.526671 0.764197 0.52777 0.613664 0.659582 0.638956 0.61308 0.63023 0.618394 0.279272 0.529517 0.607788 0.594046 0.886123 0.365149 0.429182 0.514417 0.788393 0.523989 0.646681 0.686872 0.648154 0.65051 0.640177 0.661204
0.287256 0.541965 0.640406 0.605972 0.888541 0.357537 0.409297 0.526919 0.764632 0.527945 0.613848 0.659933 0.639386 0.613082 0.630251 0.618269 0.276607 0.528387 0.597126 0.588608 0.890078 0.36151 0.422744 0.515038 0.814812 0.52745 0.661093 0.709331 0.664766 0.664098 0.650546 0.673669
0.287239 0.54196 0.640382 0.605931 0.888562 0.357495 0.40927 0.526979 0.764735 0.527987 0.613892 0.660016 0.639489 0.613082 0.630255 0.618238 0.274593 0.52746 0.588923 0.584313 0.893128 0.358645 0.418349 0.515558 0.833275 0.530325 0.671544 0.726025 0.677294 0.67314 0.657343 0.681897
0.287235 0.541959 0.640377 0.605921 0.888566 0.357485 0.409263 0.526993 0.76476 0.527997 0.613903 0.660036 0.639513 0.613082 0.630256 0.618231 0.273127 0.526752 0.582916 0.581104 0.895364 0.35651 0.415424 0.51598 0.845857 0.532558 0.678886 0.737955 0.686362 0.67902 0.661698 0.687229
0.287234 0.541959 0.640375 0.605919 0.888568 0.357482 0.409262 0.526997 0.764766 0.527999 0.613905 0.660041 0.639519 0.613082 0.630256 0.618229 0.272099 0.526238 0.578695 0.578815 0.896935 0.354991 0.413513 0.516304 0.854255 0.534196 0.683902 0.746198 0.692693 0.682789 0.664453 0.690644
0.287234 0.541959 0.640375 0.605918 0.888568 0.357482 0.409261 0.526997 0.764767 0.528 0.613906 0.660042 0.63952 0.613082 0.630256 0.618228 0.271397 0.525881 0.575821 0.57724 0.898004 0.353947 0.412279 0.516539 0.859777 0.535347 0.687256 0.751749 0.69699 0.685188 0.666187 0.692819
0.291846 0.546867 0.658566 0.620214 0.841757 0.366585 0.438327 0.502038 0.552662 0.494246 0.522228 0.533234 0.518838 0.525268 0.534958 0.528079 0.28579 0.542068 0.658287 0.61878 0.865548 0.368037 0.471276 0.513663 0.507182 0.493481 0.513507 0.512821 0.509041 0.513898 0.500621 0.510253
0.291363 0.543516 0.652705 0.619274 0.87847 0.372103 0.418546 0.511507 0.720712 0.511673 0.595971 0.625933 0.601759 0.606413 0.62578 0.625758 0.292558 0.532183 0.652391 0.614279 0.870471 0.379184 0.468034 0.509262 0.62895 0.511004 0.567838 0.572207 0.566787 0.565514 0.57185 0.575998
0.288789 0.542261 0.642651 0.609695 0.886552 0.361507 0.412102 0.521521 0.754787 0.524069 0.609515 0.651985 0.629819 0.61242 0.629301 0.620675 0.287132 0.53199 0.636381 0.607886 0.87569 0.37455 0.451173 0.512271 0.701001 0.516018 0.601858 0.620825 0.600509 0.602834 0.602739 0.615863
0.287604 0.542058 0.640941 0.606849 0.888086 0.358446 0.409898 0.525668 0.762367 0.527033 0.612891 0.658111 0.637168 0.613025 0.630128 0.618899 0.282698 0.53078 0.620946 0.600543 0.881273 0.369525 0.438351 0.513634 0.751553 0.520112 0.627384 0.657782 0.626965 0.630703 0.624838 0.642755
0.287326 0.541983 0.640505 0.606143 0.888455 0.357713 0.409414 0.526671 0.764197 0.52777 0.613664 0.659582 0.638956 0.61308 0.63023 0.618394 0.279272 0.529517 0.607788 0.594046 0.886123 0.365149 0.429182 0.514417 0.788393 0.523989 0.646681 0.686872 0.648154 0.65051 0.640177 0.661204
0.287256 0.541965 0.640406 0.605972 0.888541 0.357537 0.409297 0.526919 0.764632 0.527945 0.613848 0.659933 0.639386 0.613082 0.630251 0.618269 0.276607 0.528387 0.597126 0.588608 0.890078 0.36151 0.422744 0.515038 0.814812 0.52745 0.661093 0.709331 0.664766 0.664098 0.650546 0.673669
0.287239 0.54196 0.640382 0.605931 0.888562 0.357495 0.40927 0.526979 0.764735 0.527987 0.613892 0.660016 0.639489 0.613082 0.630255 0.618238 0.274593 0.52746 0.588923 0.584313 0.893128 0.358645 0.418349 0.515558 0.833275 0.530325 0.671544 0.726025 0.677294 0.67314 0.657343 0.681897
0.287235 0.541959 0.640377 0.605921 0.888566 0.357485 0.409263 0.526993 0.76476 0.527997 0.613903 0.660036 0.639513 0.613082 0.630256 0.618231 0.273127 0.526752 0.582916 0.581104 0.895364 0.35651 0.415424 0.51598 0.845857 0.532558 0.678886 0.737955 0.686362 0.67902 0.661698 0.687229
0.287234 0.541959 0.640375 0.605919 0.888568 0.357482 0.409262 0.526997 0.764766 0.527999 0.613905 0.660041 0.639519 0.613082 0.630256 0.618229 0.272099 0.526238 0.578695 0.578815 0.896935 0.354991 0.413513 0.516304 0.854255 0.534196 0.683902 0.746198 0.692693 0.682789 0.664453 0.690644
0.287234 0.541959 0.640375 0.605918 0.888568 0.357482 0.409261 0.526997 0.764767 0.528 0.613906 0.660042 0.63952 0.613082 0.630256 0.618228 0.271397 0.525881 0.575821 0.57724 0.898004 0.353947 0.412279 0.516539 0.859777 0.535347 0.687256 0.751749 0.69699 0.685188 0.666187 0.692819
0.291846 0.546867 0.658566 0.620214 0.841757 0.366585 0.438327 0.502038 0.552662 0.494246 0.522228 0.533234 0.518838 0.525268 0.534958 0.528079 0.28579 0.542068 0.658287 0.61878 0.865548 0.368037 0.471276 0.513663 0.507182 0.493481 0.513507 0.512821 0.509041 0.513898 0.500621 0.510253
0.291363 0.543516 0.652705 0.619274 0.87847 0.372103 0.418546 0.511507 0.720712 0.511673 0.595971 0.625933 0.601759 0.606413 0.62578 0.625758 0.292558 0.532183 0.652391 0.614279 0.870471 0.379184 0.468034 0.509262 0.62895 0.511004 0.567838 0.572207 0.566787 0.565514 0.57185 0.575998
0.288789 0.542261 0.642651 0.609695 0.886552 0.361507 0.412102 0.521521 0.754787 0.524069 0.609515 0.651985 0.629819 0.61242 0.629301 0.620675 0.287132 0.53199 0.636381 0.607886 0.87569 0.37455 0.451173 0.512271 0.701001 0.516018 0.601858 0.620825 0.600509 0.602834 0.602739 0.615863
0.287604 0.542058 0.640941 0.606849 0.888086 0.358446 0.409898 0.525668 0.762367 0.527033 0.612891 0.658111 0.637168 0.613025 0.630128 0.618899 0.282698 0.53078 0.620946 0.600543 0.881273 0.369525 0.438351 0.513634 0.751553 0.520112 0.627384 0.657782 0.626965 0.630703 0.624838 0.642755
0.287326 0.541983 0.640505 0.606143 0.888455 0.357713 0.409414 0.526671 0.764197 0.52777 0.613664 0.659582 0.638956 0.61308 0.63023 0.618394 0.279272 0.529517 0.607788 0.594046 0.886123 0.365149 0.429182 0.514417 0.788393 0.523989 0.646681 0.686872 0.648154 0.65051 0.640177 0.661204
0.287256 0.541965 0.640406 0.605972 0.888541 0.357537 0.409297 0.526919 0.764632 0.527945 0.613848 0.659933 0.639386 0.613082 0.630251 0.618269 0.276607 0.528387 0.597126 0.588608 0.890078 0.36151 0.422744 0.515038 0.814812 0.52745 0.661093 0.709331 0.664766 0.664098 0.650546 0.673669
0.287239 0.54196 0.640382 0.605931 0.888562 0.357495 0.40927 0.526979 0.764735 0.527987 0.613892 0.660016 0.639489 0.613082 0.630255 0.618238 0.274593 0.52746 0.588923 0.584313 0.893128 0.358645 0.418349 0.515558 0.833275 0.530325 0.671544 0.726025 0.677294 0.67314 0.657343 0.681897
