-0.47 0 0.07 0.08 0.9 -0.29 -0.15 0 0.053 0 0.033 0.049 0.03 0.049 0.031 0.041
-0.47 0 0.07 0.08 0.9 -0.29 -0.15 0 0.106 0 0.066 0.098 0.06 0.098 0.062 0.082
-0.47 0 0.07 0.08 0.9 -0.29 -0.15 0 0.159 0 0.099 0.147 0.09 0.147 0.093 0.123
-0.47 0 0.07 0.08 0.9 -0.29 -0.15 0 0.212 0 0.132 0.196 0.12 0.196 0.124 0.164
-0.47 0 0.07 0.08 0.9 -0.29 -0.15 0 0.265 0 0.165 0.245 0.15 0.245 0.155 0.205
-0.47 0 0.07 0.08 0.9 -0.29 -0.15 0 0.318 0 0.198 0.294 0.18 0.294 0.186 0.246
-0.47 0 0.07 0.08 0.9 -0.29 -0.15 0 0.371 0 0.231 0.343 0.21 0.343 0.217 0.287
-0.47 0 0.07 0.08 0.9 -0.29 -0.15 0 0.424 0 0.264 0.392 0.24 0.392 0.248 0.328
-0.47 0 0.07 0.08 0.9 -0.29 -0.15 0 0.477 0 0.297 0.441 0.27 0.441 0.279 0.369
-0.47 0 0.07 0.08 0.9 -0.29 -0.15 0 0.53 0 0.33 0.49 0.3 0.49 0.31 0.41
